"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000027529";18;"ENSDARG00000027529";"hmox1a";9,11277798406235;1,68107352225405;2,74616122367679;-2,49595403434385;0,94198446146581;11,2255774591774;"2.68737521125217e-09      .";"5 x 1";"3 NA";"heme oxygenase 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3102]"
"ENSDARG00000074782";19;"ENSDARG00000074782";"";5,48221354418641;1,685460463419;2,72982411827437;-2,20941582077791;0,748888158693675;4,52024880508583;"0.000174319628876485      .";"9 x 1";"7 NA";"adhesion G protein-coupled receptor G3 [Source:ZFIN;Acc:ZDB-GENE-140106-110]"
"ENSDARG00000100383";20;"ENSDARG00000100383";"il10ra";6,54288914118901;1,99660192294468;2,72495280867177;-3,37837359208142;0,89924235467165;8,22256939136458;"1.93868131326269e-07      .";"5 x 1";"15 NA";"interleukin 10 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-070905-4]"
"ENSDARG00000057575";21;"ENSDARG00000057575";"pnp4a";7,46246855781932;1,84951253278293;2,71379818933799;-3,78066866365923;0,857118533789053;6,65569046722809;"2.76181426717148e-06      .";"5 x 1";"11 NA";"purine nucleoside phosphorylase 4a [Source:ZFIN;Acc:ZDB-GENE-040625-83]"
"ENSDARG00000076586";22;"ENSDARG00000076586";"csf2rb";6,46942781042565;1,70359802310182;2,68442795189794;-2,97258318158217;0,886134234228989;7,6485061795179;"4.9420210457285e-07      .";"7 x 1";"3 NA";"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:ZFIN;Acc:ZDB-GENE-080115-1]"
"ENSDARG00000069844";23;"ENSDARG00000069844";"irg1";7,67739570243763;2,05036135762819;2,6820500091064;-4,51833909121937;0,834033554250071;6,04685743271528;"8.47743405951729e-06      .";"7 x 1";"9 NA";"immunoresponsive 1 homolog (mouse) [Source:ZFIN;Acc:ZDB-GENE-081104-428]"
"ENSDARG00000000767";24;"ENSDARG00000000767";"spi1b";8,65864209679929;1,58092102757625;2,67850827199564;-2,17522982934418;0,645526677540421;3,38088146559117;"0.00190541232246533      .";"9 x 1";"7 NA";"Spi-1 proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-980526-164]"
"ENSDARG00000067797";25;"ENSDARG00000067797";"spi1a";7,89555226075434;1,7802203158382;2,67672804648633;-2,57386521998246;0,893445585983648;7,95638815082016;"2.97628959478047e-07      .";"8 x 1";"25 NA";"Spi-1 proto-oncogene a [Source:ZFIN;Acc:ZDB-GENE-060825-351]"
"ENSDARG00000101356";26;"ENSDARG00000101356";"";7,60453439174836;1,69333803300907;2,66357460187988;-2,47246791694493;0,800307195207358;5,33902796609324;"3.32484913843079e-05      .";"8 x 1";"3 NA";""
"ENSDARG00000092652";27;"ENSDARG00000092652";"LOC100331807";5,6946238328192;1,62127339295943;2,62070447071507;-2,50151209351381;0,723630548584905;4,19381988324134;"0.000343660390513922      .";"6 x 1";"21 NA";"pyroglutamylated RFamide peptide receptor 4 [Source:ZFIN;Acc:ZDB-GENE-091204-354]"
"ENSDARG00000089404";28;"ENSDARG00000089404";"";7,02006891120255;1,72629669437825;2,57195001423376;-3,66796004125085;0,842199997167835;6,248177159924;"5.81796076115637e-06      .";"8 x 1";"15 NA";"si:dkey-24p1.7 [Source:ZFIN;Acc:ZDB-GENE-121214-215]"
"ENSDARG00000058731";29;"ENSDARG00000058731";"slc2a6";6,40055034139604;1,61335920812199;2,56948430303893;-2,98551042537377;0,712679083124962;4,06380055433357;"0.000451284561228116      .";"9 x 1";"8 NA";"solute carrier family 2 (facilitated glucose transporter), member 6 [Source:ZFIN;Acc:ZDB-GENE-081104-301]"
"ENSDARG00000071090";30;"ENSDARG00000071090";"actn2b";8,60293299985205;1,79271143079863;2,55447694456641;-3,29708775903806;0,814915736458905;5,62418651717772;"1.90213238377979e-05      .";"6 x 1";"17 NA";"actinin, alpha 2b [Source:ZFIN;Acc:ZDB-GENE-051127-39]"
"ENSDARG00000090783";31;"ENSDARG00000090783";"mfap4";9,71847901007628;1,9572104263886;2,5430263581127;-2,90932446122455;0,93022386361456;10,1388843318482;"1.13321335648564e-08      .";"5 x 1";"1 NA";"microfibrillar-associated protein 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2246]"
"ENSDARG00000101785";32;"ENSDARG00000101785";"LOC100151049";7,07609888913609;2,02431051531495;2,53995508224626;-3,38131393714789;0,780865614752829;4,99994758200709;"6.54407671855095e-05      .";"8 x 1";"19 NA";"lysosomal protein transmembrane 5 [Source:ZFIN;Acc:ZDB-GENE-170303-1]"
"ENSDARG00000099674";33;"ENSDARG00000099674";"dicp3.1";6,26552859493953;1,45966334741233;2,51785322524888;-2,54666381976518;0,762595421797248;4,7155605007734;"0.000116647206197529      .";"9 x 1";"16 NA";"diverse immunoglobulin domain-containing protein 3.1 [Source:ZFIN;Acc:ZDB-GENE-120306-18]"
"ENSDARG00000040319";34;"ENSDARG00000040319";"c5ar1";6,63981658883676;1,55375976086214;2,51717011812551;-2,34830490395953;0,777346096867133;4,94280246770809;"7.34485765195858e-05      .";"9 x 1";"18 NA";"C5a anaphylatoxin chemotactic receptor 1  [Source:UniProtKB/Swiss-Prot;Acc:P0C7U5]"
"ENSDARG00000101586";35;"ENSDARG00000101586";"si:ch73-389b16.1";5,75230684949553;1,53520960675554;2,51345353686473;-2,39493828310944;0,766349713439901;4,77161599332169;"0.000104015911955635      .";"4 x 5";"6 NA";"si:ch73-389b16.1 [Source:ZFIN;Acc:ZDB-GENE-120215-152]"
"ENSDARG00000063319";36;"ENSDARG00000063319";"";5,19294943471443;1,50903140960195;2,49637032613244;-1,95767286386564;0,76704588836939;4,7821394214302;"0.000101805468095906      .";"5 x 5";"19 NA";"si:ch73-216m24.3 [Source:ZFIN;Acc:ZDB-GENE-100921-70]"
"ENSDARG00000017504";37;"ENSDARG00000017504";"si:ch211-1o7.3";7,38225998117163;1,58062129851701;2,48453094774578;-2,64586046114422;0,842879092512231;6,26555954658841;"5.63335339875959e-06      .";"5 x 5";"7 NA";"si:ch211-1o7.3 [Source:ZFIN;Acc:ZDB-GENE-130530-561]"
"ENSDARG00000098761";38;"ENSDARG00000098761";"rgs2";7,78632645064184;1,54003699505428;2,46936782167307;-2,77708308548315;0,902287513696807;8,37127922417718;"1.53169136041242e-07      .";"7 x 1";"22 NA";"regulator of G protein signaling 2 [Source:ZFIN;Acc:ZDB-GENE-040718-410]"
"ENSDARG00000090557";39;"ENSDARG00000090557";"";7,09365182881257;1,9199804287743;2,46065452574847;-4,25609540446138;0,664952124925604;3,56119750584419;"0.0013020869567586      .";"9 x 1";"1 NA";"si:ch1073-110a20.7 [Source:ZFIN;Acc:ZDB-GENE-121214-133]"
"ENSDARG00000077120";40;"ENSDARG00000077120";"arid5a";6,56870115136941;1,58882357628558;2,45085587707646;-2,84010664588665;0,754529291302712;4,5989209604079;"0.000148210718541097      .";"9 x 1";"8 NA";"AT rich interactive domain 5A (MRF1-like) [Source:ZFIN;Acc:ZDB-GENE-100525-3]"
"ENSDARG00000073675";41;"ENSDARG00000073675";"";5,21432567400802;1,54851796735654;2,44689620406885;-1,97679431353964;0,859695720159292;6,73206577784772;"2.40796469896942e-06      .";"8 x 1";"10 NA";"toll-like receptor 8b [Source:ZFIN;Acc:ZDB-GENE-040219-12]"
"ENSDARG00000104043";42;"ENSDARG00000104043";"gng10";5,30428370326236;1,38791084587422;2,44439212740832;-1,8799634848483;0,729913282476739;4,27137280301756;"0.000292265144919646      .";"7 x 7";"5 NA";"guanine nucleotide binding protein (G protein), gamma 10 [Source:ZFIN;Acc:ZDB-GENE-091020-1]"
"ENSDARG00000102211";43;"ENSDARG00000102211";"csf3a";6,56044408688523;1,62653348949372;2,43531156320351;-2,44252902753127;0,766401100377084;4,77239136579013;"0.000103851379213982      .";"8 x 1";"12 NA";"colony stimulating factor 3 (granulocyte) a [Source:ZFIN;Acc:ZDB-GENE-091229-1]"
"ENSDARG00000038541";44;"ENSDARG00000038541";"ccr12a";6,11170884542177;1,43718331761162;2,4309586479473;-2,60716832505497;0,876849888737559;7,29546652050853;"8.97543184885663e-07      .";"8 x 1";"2 NA";"chemokine (C-C motif) receptor 12a [Source:ZFIN;Acc:ZDB-GENE-060503-97]"
"ENSDARG00000038668";45;"ENSDARG00000038668";"gbp1";5,81752705881801;1,54983421014337;2,42716286211457;-2,10304118138037;0,801689633213266;5,36480029916484;"3.15986165058124e-05      .";"8 x 1";"2 NA";"guanylate binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040718-32]"
"ENSDARG00000071463";46;"ENSDARG00000071463";"zgc:154125";5,12633292582805;1,31503479980916;2,42113352287363;-1,72247448310563;0,843896358513682;6,2917916660075;"5.36620874291849e-06      .";"5 x 6";"24 NA";"zgc:154125 [Source:ZFIN;Acc:ZDB-GENE-061013-717]"
"ENSDARG00000088263";47;"ENSDARG00000088263";"zgc:174356";4,60314779258996;1,43342926507648;2,41523671438267;-1,59590556657538;0,873488023739535;7,17671443121533;"1.10114318752075e-06      .";"5 x 4";"17 NA";"zgc:174356 [Source:ZFIN;Acc:ZDB-GENE-080215-21]"
"ENSDARG00000089667";48;"ENSDARG00000089667";"";6,57407603478206;1,94128021346697;2,40373131825718;-3,29463493954284;0,872316473725671;7,13636413930409;"1.18086458922306e-06      .";"7 x 1";"1 NA";"si:zfos-2330d3.3 [Source:ZFIN;Acc:ZDB-GENE-110408-14]"
"ENSDARG00000019122";49;"ENSDARG00000019122";"he1b";5,887443837681;1,54791464286185;2,40032049806076;-2,41112975353671;0,694139830762133;3,85718854236513;"0.000697018340169109      .";"6 x 2";"22 NA";"hatching enzyme 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2100]"
"ENSDARG00000074842";50;"ENSDARG00000074842";"snx8a";8,18674214667978;1,99690301679558;2,38453376119132;-3,33366596802022;0,833149639940994;6,02587986731019;"8.819382702141e-06      .";"6 x 1";"3 NA";"sorting nexin 8a [Source:ZFIN;Acc:ZDB-GENE-031202-1]"
"ENSDARG00000053483";51;"ENSDARG00000053483";"zgc:113054";8,07332992019189;1,59628040105307;2,38336782973276;-4,25110646358688;0,763372323474631;4,72706551921312;"0.000113932367221459      .";"5 x 4";"6 NA";"zgc:113054 [Source:ZFIN;Acc:ZDB-GENE-050320-9]"
"ENSDARG00000070357";52;"ENSDARG00000070357";"cx39.4";5,17807804700248;1,45011703949854;2,38305893753042;-1,84261522414451;0,861802813349834;6,79597005747759;"2.14829913114389e-06      .";"6 x 2";"19 NA";"connexin 39.4 [Source:ZFIN;Acc:ZDB-GENE-050616-6]"
"ENSDARG00000045932";53;"ENSDARG00000045932";"cpeb1a";6,25995600275278;1,90892442443175;2,3779056135584;-3,0272747362986;0,881962558243378;7,48505086944429;"6.50130949853001e-07      .";"5 x 1";"25 NA";"cytoplasmic polyadenylation element binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-080723-42]"
"ENSDARG00000071024";54;"ENSDARG00000071024";"";7,67970572060703;1,72647365190406;2,37402971320606;-4,14989779277153;0,836728979985043;6,11177996031502;"7.50375114311197e-06      .";"4 x 4";"22 NA";"zgc:171679 [Source:ZFIN;Acc:ZDB-GENE-071004-95]"
"ENSDARG00000038968";55;"ENSDARG00000038968";"ccr6b";4,70037720421485;1,26266187828483;2,36704731341135;-1,41343577290256;0,888556175052703;7,74732762733376;"4.19408781482389e-07      .";"6 x 3";"17 NA";"chemokine (C-C motif) receptor 6b [Source:ZFIN;Acc:ZDB-GENE-030131-8888]"
"ENSDARG00000031715";56;"ENSDARG00000031715";"";7,4491962583866;1,88534539973465;2,36526826549257;-3,28928102778171;0,851236080935784;6,48829079939695;"3.7403985144735e-06      .";"8 x 1";" ";""
"ENSDARG00000055504";57;"ENSDARG00000055504";"si:ch211-212k18.7";7,50300411491302;1,77125514228949;2,36034348807181;-2,74132721061207;0,898265907051318;8,17623048267926;"2.08755637665092e-07      .";"7 x 1";"7 NA";"si:ch211-212k18.7 [Source:ZFIN;Acc:ZDB-GENE-030131-1312]"
"ENSDARG00000087873";58;"ENSDARG00000087873";"eevs";5,49492760982391;1,42089188952216;2,34931272710137;-1,79284862204121;0,790647912080273;5,16534544247095;"4.69524286035305e-05      .";"4 x 5";"6 NA";"2-epi-5-epi-valiolone synthase [Source:ZFIN;Acc:ZDB-GENE-131121-365]"
"ENSDARG00000002593";59;"ENSDARG00000002593";"slc45a2";7,20940967423394;1,96586167111727;2,32665878004779;-4,14835703551404;0,783342285955833;5,04088895218906;"6.02598658205888e-05      .";"5 x 1";"21 NA";"solute carrier family 45, member 2 [Source:ZFIN;Acc:ZDB-GENE-050208-97]"
"ENSDARG00000061011";60;"ENSDARG00000061011";"hlfb";6,4362838009462;1,41892271105544;2,31588662331738;-2,64827558561963;0,834988897600585;6,06970227388038;"8.12066212918516e-06      .";"4 x 5";"12 NA";"hepatic leukemia factor b [Source:ZFIN;Acc:ZDB-GENE-110420-3]"
"ENSDARG00000075748";61;"ENSDARG00000075748";"zgc:172352";9,22853504181681;1,37605999369022;2,31182128226873;-1,67833495471119;0,858584802009624;6,69890708802624;"2.55540054838743e-06      .";"7 x 7";"11 NA";"zgc:172352 [Source:ZFIN;Acc:ZDB-GENE-080204-117]"
"ENSDARG00000010032";62;"ENSDARG00000010032";"cmtm7";7,48779078576916;1,75282883383468;2,290258746838;-3,18021123905791;0,924318532491102;9,68831829475787;"2.12984930803017e-08      .";"5 x 1";"16 NA";"CKLF-like MARVEL transmembrane domain containing 7 [Source:ZFIN;Acc:ZDB-GENE-041111-174]"
"ENSDARG00000000796";63;"ENSDARG00000000796";"nr4a1";9,9887385952809;1,81714522584252;2,28848716759742;-4,31671890274889;0,718040317683313;4,1266595383759;"0.000395541967882274      .";"8 x 1";"23 NA";"nuclear receptor subfamily 4, group A, member 1 [Source:ZFIN;Acc:ZDB-GENE-040704-11]"
"ENSDARG00000015278";64;"ENSDARG00000015278";"plxnc1";9,70318851816163;1,40971949916107;2,28690674698448;-2,09034260871248;0,787450623827081;5,11018212488564;"5.24316989071183e-05      .";"9 x 1";"4 NA";"plexin C1 [Source:ZFIN;Acc:ZDB-GENE-030131-1620]"
"ENSDARG00000077308";65;"ENSDARG00000077308";"gpr84";5,85187997741819;1,42679016271073;2,28564159516298;-2,31616635405468;0,640938081826777;3,33999100590313;"0.0020770162646081      .";"9 x 1";"6 NA";"G protein-coupled receptor 84 [Source:ZFIN;Acc:ZDB-GENE-070928-33]"
"ENSDARG00000043475";66;"ENSDARG00000043475";"tagapb";7,45797784883468;1,4278516752966;2,28555824215465;-2,39521415472499;0,839999934621186;6,19256052134917;"6.45205028915186e-06      .";"9 x 1";"20 NA";"T-cell activation RhoGTPase activating protein b [Source:ZFIN;Acc:ZDB-GENE-040724-50]"
"ENSDARG00000077082";67;"ENSDARG00000077082";"agtrap";6,38179684169627;1,96197233156834;2,28435135152177;-3,09531701618698;0,909890164284417;8,77321286343665;"8.21165738740248e-08      .";"5 x 1";"11 NA";"angiotensin II receptor-associated protein [Source:ZFIN;Acc:ZDB-GENE-050309-11]"
"ENSDARG00000013771";68;"ENSDARG00000013771";"ctss2.2";6,71194701171324;1,51142261725104;2,28105587008609;-3,22650592602579;0,806713811921269;5,46052489061252;"2.61749764076669e-05      .";"8 x 1";"16 NA";"cathepsin S, ortholog 2, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050626-55]"
"ENSDARG00000052618";69;"ENSDARG00000052618";"ahrrb";4,7019800468334;1,15393020864597;2,27290556854703;-1,33390306064828;0,822789312220985;5,79075833206979;"1.37939413078492e-05      .";"5 x 6";"2 NA";"aryl-hydrocarbon receptor repressor b [Source:ZFIN;Acc:ZDB-GENE-051018-2]"
"ENSDARG00000042933";70;"ENSDARG00000042933";"bloc1s6";8,77334459155146;1,52496538942448;2,25982594572495;-2,5290421360176;0,858365679879732;6,69240934435471;"2.58537841890671e-06      .";"4 x 4";"18 NA";"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:ZFIN;Acc:ZDB-GENE-070112-1862]"
"ENSDARG00000054690";71;"ENSDARG00000054690";"si:dkey-166k12.1";8,66279220208361;1,38798445926458;2,24356245708928;-2,74802661063571;0,783674537070726;5,04642821911861;"5.95920300415775e-05      .";"4 x 4";"19 NA";"si:dkey-166k12.1 [Source:ZFIN;Acc:ZDB-GENE-120215-78]"
"ENSDARG00000068784";72;"ENSDARG00000068784";"zgc:153073";8,48441073245198;1,38100007961531;2,23713802403892;-2,03926387736938;0,877701390911776;7,32626721756259;"8.51452063521663e-07      .";"8 x 1";"13 NA";"zgc:153073 [Source:ZFIN;Acc:ZDB-GENE-060929-716]"
"ENSDARG00000077007";73;"ENSDARG00000077007";"abcc8b";6,79617434405653;1,45987632010734;2,23419614217798;-2,91859315167892;0,806667165571119;5,45962088278432;"2.62214242101599e-05      .";"4 x 5";"18 NA";"ATP-binding cassette, sub-family C (CFTR/MRP), member 8b [Source:ZFIN;Acc:ZDB-GENE-120215-45]"
"ENSDARG00000079267";74;"ENSDARG00000079267";"im:7154036";7,47579382321137;1,4520572895417;2,22978322845151;-2,51109143778644;0,779659971649154;4,98023702231337;"6.80962164818499e-05      .";"9 x 1";"5 NA";"im:7154036 [Source:ZFIN;Acc:ZDB-GENE-080917-11]"
"ENSDARG00000035459";75;"ENSDARG00000035459";"spns3";6,29743666899003;1,45634926405939;2,22310776539048;-2,71294596724193;0,842370073488723;6,25252085493666;"5.77124738443402e-06      .";"6 x 1";"5 NA";"spinster homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-060531-7]"
"ENSDARG00000034092";76;"ENSDARG00000034092";"";5,36732591091641;1,39719588960607;2,21700479539919;-1,90889405386917;0,696639090811262;3,88412581130827;"0.000658547449051694      .";"9 x 1";"1 NA";"sc:d0284 [Source:ZFIN;Acc:ZDB-GENE-080327-4]"
"ENSDARG00000039852";77;"ENSDARG00000039852";"ftr93";5,76264701688785;1,44167083136956;2,21545019538674;-2,30548888684408;0,708281969927905;4,01332899905372;"0.00050175519188389      .";"9 x 1";"2 NA";"finTRIM family, member 93 [Source:ZFIN;Acc:ZDB-GENE-131126-26]"
"ENSDARG00000098099";78;"ENSDARG00000098099";"zgc:64065";5,62243126405344;1,48741253254309;2,21432493999525;-2,1870903220002;0,785614461861215;5,07899599821502;"5.58165471646888e-05      .";"4 x 5";"6 NA";"zgc:64065 [Source:ZFIN;Acc:ZDB-GENE-040426-1355]"
"ENSDARG00000038288";79;"ENSDARG00000038288";"cd151";6,97433247374281;1,37694117393331;2,20630869811748;-2,43488817786839;0,857762072146465;6,67458204584635;"2.66952371497098e-06      .";"5 x 3";"25 NA";"CD151 molecule [Source:ZFIN;Acc:ZDB-GENE-041010-137]"
"ENSDARG00000055365";80;"ENSDARG00000055365";"si:dkey-25e12.3";6,14547826538641;1,69666080992963;2,20375020433914;-2,69219883701112;0,941273070458144;11,1509960682605;"2.95588331589158e-09      .";"6 x 1";"20 NA";"si:dkey-25e12.3 [Source:ZFIN;Acc:ZDB-GENE-041001-132]"
"ENSDARG00000057787";81;"ENSDARG00000057787";"";7,77746071067289;1,57222845522753;2,1951793704289;-2,4867882717535;0,662833037822815;3,54092974003109;"0.00135904804816911      .";"9 x 1";"15 NA";"integrin, alpha E, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-130530-671]"
"ENSDARG00000056407";82;"ENSDARG00000056407";"irf8";6,73131314941206;1,66236265281483;2,1936513432257;-2,89573250978536;0,91204066451073;8,89579285701472;"6.8159155652836e-08      .";"7 x 1";"18 NA";"interferon regulatory factor 8 [Source:ZFIN;Acc:ZDB-GENE-040718-367]"
"ENSDARG00000008811";83;"ENSDARG00000008811";"cmtm3";7,90202076466463;1,69232122566553;2,19163361648282;-2,93574129662978;0,92770569962694;9,94026175691781;"1.49274108629527e-08      .";"5 x 1";"7 NA";"CKLF-like MARVEL transmembrane domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-040801-206]"
"ENSDARG00000012796";84;"ENSDARG00000012796";"hnmt";5,81476626567154;1,36229414636159;2,1793626047096;-2,26866538116622;0,805301992986364;5,43329244542831;"2.76121989838396e-05      .";"6 x 1";"9 NA";"histamine N-methyltransferase [Source:ZFIN;Acc:ZDB-GENE-040801-157]"
"ENSDARG00000101089";85;"ENSDARG00000101089";"";9,69590916241553;1,63873768930181;2,16880739853904;-2,69742456189662;0,865420172934178;6,90889652488541;"1.7583945055577e-06      .";"5 x 1";"18 NA";"phosphoribosylglycinamide formyltransferase [Source:ZFIN;Acc:ZDB-GENE-000616-14]"
"ENSDARG00000103276";86;"ENSDARG00000103276";"fcer1g";5,48376900938217;1,36280173364162;2,16358693904029;-1,87259784826644;0,802241973234631;5,37516452491781;"3.0959166293254e-05      .";"9 x 1";"7 NA";"Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide [Source:ZFIN;Acc:ZDB-GENE-061130-3]"
"ENSDARG00000004964";87;"ENSDARG00000004964";"cyp4t8";5,97380109827859;1,46512519869001;2,16137422088379;-2,43671231411845;0,717249700465839;4,11729614261965;"0.000403380971580658      .";"7 x 7";"16 NA";"cytochrome P450, family 4, subfamily T, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-031219-3]"
"ENSDARG00000044044";88;"ENSDARG00000044044";"";5,94483271500068;1,55028397825764;2,16106025276659;-2,48009494277152;0,850587733566356;6,47040016051734;"3.86450917266856e-06      .";"5 x 2";"10 NA";"Ras association (RalGDS/AF-6) domain family member 2b [Source:ZFIN;Acc:ZDB-GENE-041221-6]"
"ENSDARG00000061713";89;"ENSDARG00000061713";"tpd52";8,68004226751653;1,64148677113523;2,1557067276393;-2,45799313237004;0,933824131046236;10,4415932111044;"7.50338668975559e-09      .";"5 x 1";"19 NA";"tumor protein D52 [Source:ZFIN;Acc:ZDB-GENE-060503-680]"
"ENSDARG00000098296";90;"ENSDARG00000098296";"gnsb";8,43166461817167;1,77328374475976;2,1479193307664;-3,47333676732163;0,868668865560142;7,01397517783968;"1.46170362935738e-06      .";"7 x 1";"10 NA";"glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID), b [Source:ZFIN;Acc:ZDB-GENE-030131-5846]"
"ENSDARG00000090600";91;"ENSDARG00000090600";"si:ch211-213a13.1";7,85373680119316;1,46528542682113;2,13527068497957;-2,27900907785851;0,908762389680821;8,71058756209973;"9.03778454297566e-08      .";"4 x 4";"22 NA";"si:ch211-213a13.1 [Source:ZFIN;Acc:ZDB-GENE-050208-471]"
